,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,incident_state,incident_city,incident_location,witnesses,total_claim_amount,auto_make,auto_model,auto_year,month_sin,month_cos,severe
113,168.0,32.0,IN,100/300,1000.0,1059.52,0.0,452748,MALE,MD,protective-serv,own-child,VA,Hillsdale,5622 Best Ridge,1.0,57720.0,Saab,93,2007.0,0.49999999999999994,-0.8660254037844387,0
114,390.0,51.0,OH,250/500,2000.0,1124.38,0.0,618316,MALE,Associate,armed-forces,other-relative,VA,Northbrook,4574 Britain Hwy,1.0,7080.0,Ford,F150,2001.0,-1.0,-1.8369701987210297e-16,0
115,258.0,46.0,IN,100/300,1000.0,1110.37,10000000.0,455365,MALE,MD,machine-op-inspct,other-relative,NY,Riverwood,4539 Texas St,1.0,47700.0,Accura,MDX,1997.0,1.0,6.123233995736766e-17,0
116,107.0,31.0,IL,500/1000,2000.0,1374.22,0.0,470603,FEMALE,PhD,machine-op-inspct,other-relative,SC,Hillsdale,8118 Elm Ridge,3.0,51260.0,Suburu,Legacy,2002.0,0.8660254037844386,0.5000000000000001,0
117,225.0,41.0,OH,500/1000,2000.0,1103.58,0.0,475292,MALE,High School,exec-managerial,unmarried,NY,Northbend,3814 Britain Drive,2.0,70400.0,Toyota,Highlander,2011.0,-0.8660254037844385,-0.5000000000000004,0
118,164.0,38.0,IL,250/500,2000.0,1269.76,0.0,467743,FEMALE,PhD,transport-moving,not-in-family,NY,Hillsdale,4614 MLK Ave,3.0,90000.0,Ford,Fusion,2015.0,-0.8660254037844386,0.5000000000000001,1
119,245.0,39.0,OH,250/500,500.0,964.79,8000000.0,460675,FEMALE,Associate,adm-clerical,husband,NY,Arlington,1628 Best Drive,1.0,72820.0,BMW,3 Series,2010.0,0.8660254037844387,-0.4999999999999998,1
120,255.0,41.0,IL,500/1000,2000.0,1167.3,4000000.0,618123,MALE,High School,priv-house-serv,other-relative,SC,Hillsdale,8381 Solo Hwy,0.0,69300.0,Volkswagen,Passat,2000.0,0.49999999999999994,0.8660254037844387,0
121,206.0,36.0,IL,500/1000,500.0,1625.45,4000000.0,607452,FEMALE,MD,other-service,other-relative,NY,Northbrook,2100 MLK St,1.0,76560.0,Ford,Fusion,2008.0,-0.4999999999999997,-0.8660254037844388,1
122,203.0,38.0,IL,250/500,500.0,1394.43,0.0,606352,FEMALE,Masters,other-service,not-in-family,VA,Columbus,5071 Flute Ridge,1.0,55440.0,Nissan,Maxima,1999.0,0.8660254037844386,0.5000000000000001,0
123,22.0,25.0,OH,250/500,2000.0,1053.24,0.0,603527,FEMALE,College,prof-specialty,other-relative,NC,Arlington,7551 Britain Lane,0.0,77130.0,Accura,MDX,1995.0,1.0,6.123233995736766e-17,1
124,211.0,35.0,IL,100/300,500.0,1040.75,0.0,445601,FEMALE,JD,prof-specialty,not-in-family,WV,Northbend,2275 Best Lane,1.0,42000.0,BMW,X5,2011.0,-0.8660254037844385,-0.5000000000000004,0
125,206.0,39.0,IN,250/500,1000.0,1302.4,6000000.0,603948,MALE,JD,craft-repair,unmarried,NY,Hillsdale,1598 3rd Drive,3.0,36300.0,Ford,Escape,2013.0,-0.4999999999999997,-0.8660254037844388,0
126,166.0,38.0,IL,100/300,2000.0,1588.55,0.0,435758,MALE,MD,protective-serv,unmarried,WV,Columbus,7740 MLK St,0.0,40320.0,Suburu,Impreza,2001.0,-0.5000000000000004,0.8660254037844384,0
127,165.0,32.0,IN,500/1000,500.0,1399.26,0.0,611586,FEMALE,High School,tech-support,own-child,PA,Northbrook,1240 Tree Lane,0.0,3960.0,BMW,M5,1998.0,1.2246467991473532e-16,-1.0,0
128,274.0,43.0,OH,100/300,2000.0,1352.31,0.0,465263,MALE,College,farming-fishing,wife,NY,Northbend,8983 Francis Ridge,3.0,63840.0,BMW,X5,2006.0,0.49999999999999994,-0.8660254037844387,0
129,81.0,28.0,IL,250/500,1000.0,1139.0,6000000.0,617858,FEMALE,Masters,sales,husband,SC,Northbend,7756 Solo Drive,2.0,44730.0,Saab,92x,2000.0,-1.0,-1.8369701987210297e-16,0
130,280.0,45.0,IN,250/500,1000.0,1397.67,0.0,607889,MALE,JD,machine-op-inspct,wife,NY,Arlington,9034 Weaver Ridge,2.0,84720.0,Ford,Escape,1999.0,-0.4999999999999997,-0.8660254037844388,1
131,194.0,39.0,IN,250/500,500.0,823.17,0.0,455689,MALE,Masters,adm-clerical,own-child,WV,Columbus,1126 Texas Hwy,2.0,61500.0,Dodge,RAM,2012.0,-0.4999999999999997,-0.8660254037844388,0
132,112.0,27.0,OH,100/300,500.0,965.13,0.0,450341,FEMALE,Masters,tech-support,unmarried,NC,Arlington,2808 Elm St,1.0,51000.0,Nissan,Pathfinder,2013.0,-0.8660254037844386,0.5000000000000001,0
133,24.0,33.0,IL,500/1000,1000.0,1922.84,0.0,431277,FEMALE,High School,machine-op-inspct,wife,WV,Northbend,5061 Francis Ave,1.0,46800.0,Jeep,Wrangler,2002.0,0.49999999999999994,0.8660254037844387,0
134,93.0,32.0,OH,250/500,2000.0,1624.82,0.0,454656,MALE,PhD,exec-managerial,unmarried,WV,Northbend,4965 MLK Drive,1.0,78120.0,BMW,3 Series,2006.0,-1.0,-1.8369701987210297e-16,1
135,171.0,34.0,IN,250/500,2000.0,1277.25,0.0,605169,FEMALE,College,exec-managerial,other-relative,NY,Springfield,8668 Flute St,2.0,69200.0,Volkswagen,Passat,1996.0,0.8660254037844386,0.5000000000000001,0
136,200.0,40.0,IL,100/300,1000.0,1439.34,0.0,444822,FEMALE,High School,sales,other-relative,VA,Riverwood,2577 Washington Drive,0.0,3690.0,Ford,Escape,2015.0,0.49999999999999994,-0.8660254037844387,0
137,120.0,28.0,IL,250/500,1000.0,1281.27,0.0,447442,FEMALE,PhD,tech-support,not-in-family,SC,Springfield,7709 Rock Lane,3.0,65500.0,BMW,X5,2010.0,0.8660254037844386,0.5000000000000001,0
138,325.0,46.0,IL,500/1000,500.0,1348.83,0.0,474360,FEMALE,High School,prof-specialty,wife,NC,Springfield,9358 Texas Ridge,2.0,76120.0,Toyota,Camry,1999.0,-0.4999999999999997,-0.8660254037844388,1
139,124.0,32.0,IL,250/500,1000.0,1198.15,0.0,447925,FEMALE,MD,other-service,not-in-family,VA,Springfield,8080 Oak Lane,2.0,73560.0,BMW,X5,1995.0,1.2246467991473532e-16,-1.0,1
140,211.0,35.0,OH,100/300,2000.0,1221.22,0.0,451586,MALE,Masters,machine-op-inspct,other-relative,NY,Northbend,6408 Weaver Ridge,1.0,52030.0,Mercedes,E400,2008.0,1.0,6.123233995736766e-17,0
141,287.0,41.0,IL,500/1000,2000.0,968.74,0.0,477519,MALE,Masters,transport-moving,wife,SC,Northbrook,5532 Weaver Ridge,3.0,5170.0,Suburu,Forrestor,2001.0,1.0,6.123233995736766e-17,0
142,122.0,34.0,IN,250/500,1000.0,1220.71,0.0,603639,MALE,PhD,machine-op-inspct,own-child,SC,Northbend,9101 2nd Hwy,1.0,8190.0,Chevrolet,Silverado,2013.0,1.2246467991473532e-16,-1.0,0
143,22.0,29.0,IN,250/500,2000.0,1238.62,6000000.0,463993,MALE,MD,exec-managerial,other-relative,SC,Springfield,8576 Andromedia St,3.0,70800.0,Accura,MDX,2012.0,1.2246467991473532e-16,-1.0,1
144,106.0,31.0,IL,500/1000,2000.0,1320.75,0.0,441491,FEMALE,JD,farming-fishing,wife,WV,Springfield,6315 2nd Lane,3.0,45630.0,Accura,MDX,2011.0,0.8660254037844386,0.5000000000000001,0
145,398.0,58.0,OH,100/300,500.0,990.98,0.0,469429,FEMALE,Associate,exec-managerial,wife,NC,Northbrook,1536 Flute Drive,1.0,99320.0,Accura,TL,2002.0,-0.5000000000000004,0.8660254037844384,1
146,214.0,41.0,IL,500/1000,500.0,1398.51,4000000.0,472214,MALE,Masters,tech-support,not-in-family,NC,Northbend,4672 MLK St,0.0,64000.0,BMW,X6,1996.0,-0.8660254037844386,0.5000000000000001,0
147,209.0,38.0,OH,100/300,500.0,1355.08,0.0,614945,FEMALE,MD,other-service,other-relative,WV,Northbrook,2204 Washington Lane,1.0,47300.0,Nissan,Pathfinder,2014.0,-0.5000000000000004,0.8660254037844384,0
148,82.0,27.0,IL,100/300,1000.0,1384.51,0.0,476727,MALE,PhD,adm-clerical,not-in-family,SC,Springfield,9484 Pine Drive,3.0,71680.0,Volkswagen,Jetta,2007.0,-1.0,-1.8369701987210297e-16,1
149,193.0,41.0,OH,250/500,500.0,847.03,0.0,438555,FEMALE,JD,craft-repair,not-in-family,SC,Springfield,5431 3rd Ridge,0.0,112320.0,Suburu,Impreza,2011.0,-0.4999999999999997,-0.8660254037844388,1
150,134.0,32.0,OH,100/300,1000.0,1000.06,0.0,440961,FEMALE,PhD,farming-fishing,wife,NY,Columbus,7121 Britain Drive,0.0,82720.0,Audi,A3,2014.0,1.2246467991473532e-16,-1.0,1
151,288.0,45.0,IL,100/300,1000.0,1046.71,0.0,616714,MALE,Masters,priv-house-serv,husband,NC,Hillsdale,8586 1st Ridge,1.0,48060.0,Mercedes,C300,2009.0,-0.8660254037844386,0.5000000000000001,0
152,104.0,32.0,IN,250/500,500.0,1158.03,0.0,434247,MALE,High School,exec-managerial,own-child,NY,Riverwood,7582 Pine Drive,3.0,63570.0,Volkswagen,Jetta,2006.0,-0.4999999999999997,-0.8660254037844388,0
153,431.0,54.0,OH,100/300,1000.0,1372.27,0.0,436547,FEMALE,Masters,craft-repair,own-child,WV,Columbus,1388 Embaracadero Hwy,3.0,63240.0,Suburu,Forrestor,1997.0,-0.5000000000000004,0.8660254037844384,0
154,101.0,33.0,OH,100/300,1000.0,1053.04,7000000.0,619540,FEMALE,Masters,other-service,own-child,NC,Northbrook,5621 4th Ave,3.0,54240.0,Saab,93,2013.0,1.2246467991473532e-16,-1.0,0
155,375.0,50.0,OH,100/300,1000.0,1275.39,0.0,466283,MALE,Associate,sales,other-relative,NY,Riverwood,8150 Washington Ridge,3.0,37280.0,Audi,A5,1996.0,0.8660254037844386,0.5000000000000001,0
156,461.0,61.0,OH,100/300,2000.0,1402.75,0.0,449557,MALE,JD,exec-managerial,husband,NY,Columbus,4268 2nd Ave,1.0,72100.0,Jeep,Wrangler,2006.0,1.2246467991473532e-16,-1.0,1
157,428.0,59.0,IN,250/500,500.0,1344.36,7000000.0,473329,FEMALE,JD,prof-specialty,other-relative,WV,Northbend,6375 2nd Lane,3.0,6500.0,Saab,92x,2013.0,-1.0,-1.8369701987210297e-16,0
158,45.0,38.0,IN,100/300,1000.0,1197.71,0.0,470117,MALE,Masters,machine-op-inspct,not-in-family,WV,Springfield,3770 Flute Drive,0.0,78240.0,Suburu,Legacy,2013.0,0.49999999999999994,-0.8660254037844387,1
159,136.0,29.0,OH,100/300,500.0,1203.24,0.0,600702,FEMALE,JD,transport-moving,other-relative,NY,Columbus,1562 Britain St,0.0,6200.0,Honda,Accord,1999.0,0.8660254037844387,-0.4999999999999998,0
160,216.0,36.0,IN,500/1000,1000.0,1152.4,0.0,615921,FEMALE,Associate,priv-house-serv,unmarried,VA,Springfield,1681 Cherokee Hwy,3.0,6160.0,Mercedes,E400,2014.0,-0.5000000000000004,0.8660254037844384,0
161,278.0,48.0,IN,500/1000,2000.0,1142.62,7000000.0,475588,FEMALE,MD,farming-fishing,not-in-family,SC,Northbrook,7523 Oak Lane,0.0,76050.0,Chevrolet,Silverado,1997.0,-0.4999999999999997,-0.8660254037844388,1
162,295.0,48.0,OH,500/1000,1000.0,1332.07,0.0,609409,FEMALE,MD,exec-managerial,unmarried,NY,Hillsdale,1815 Cherokee Drive,1.0,86060.0,Volkswagen,Passat,2002.0,0.8660254037844386,0.5000000000000001,1
163,112.0,30.0,OH,500/1000,1000.0,1166.54,0.0,479852,FEMALE,Masters,prof-specialty,not-in-family,SC,Arlington,9316 Pine Ave,0.0,107900.0,Dodge,Neon,1997.0,-1.0,-1.8369701987210297e-16,1
164,122.0,34.0,IL,250/500,500.0,1495.06,0.0,452249,FEMALE,Masters,prof-specialty,unmarried,PA,Columbus,2733 Texas Drive,0.0,99990.0,Mercedes,E400,2011.0,-0.8660254037844385,-0.5000000000000004,1
165,108.0,29.0,IN,500/1000,1000.0,1337.92,0.0,441536,FEMALE,PhD,armed-forces,not-in-family,WV,Columbus,7684 Francis Ridge,2.0,61380.0,Suburu,Legacy,2012.0,-2.4492935982947064e-16,1.0,0
166,14.0,28.0,OH,250/500,2000.0,1587.96,0.0,601617,FEMALE,Associate,craft-repair,unmarried,WV,Riverwood,8991 Embaracadero Ave,1.0,71280.0,Audi,A5,2012.0,-0.4999999999999997,-0.8660254037844388,1
167,298.0,45.0,IL,500/1000,1000.0,1362.29,0.0,442598,MALE,High School,farming-fishing,unmarried,NY,Northbend,4905 Francis Ave,0.0,64000.0,Saab,95,1999.0,-0.4999999999999997,-0.8660254037844388,0
168,276.0,46.0,IL,250/500,500.0,1448.84,0.0,430987,FEMALE,Masters,machine-op-inspct,husband,SC,Hillsdale,7783 Lincoln Hwy,1.0,5940.0,Toyota,Highlander,2015.0,1.0,6.123233995736766e-17,0
169,47.0,37.0,IN,250/500,2000.0,1241.97,0.0,430104,MALE,High School,other-service,not-in-family,NY,Hillsdale,8749 Tree St,0.0,6700.0,Jeep,Wrangler,2011.0,1.0,6.123233995736766e-17,0
170,222.0,42.0,IL,250/500,500.0,1124.6,0.0,612904,MALE,Associate,armed-forces,not-in-family,NY,Arlington,4985 Sky Lane,0.0,51740.0,Jeep,Wrangler,2006.0,0.49999999999999994,-0.8660254037844387,0
171,119.0,28.0,OH,250/500,2000.0,1079.92,0.0,430886,MALE,High School,machine-op-inspct,husband,PA,Riverwood,7534 MLK Hwy,1.0,53600.0,Volkswagen,Jetta,2007.0,-0.5000000000000004,0.8660254037844384,0
172,73.0,29.0,IL,250/500,1000.0,1447.78,0.0,467947,MALE,College,protective-serv,wife,SC,Arlington,8689 Maple Hwy,0.0,44910.0,Dodge,Neon,2001.0,0.49999999999999994,0.8660254037844387,0
173,8.0,31.0,IN,250/500,500.0,1229.16,4000000.0,604804,FEMALE,MD,transport-moving,wife,PA,Hillsdale,9153 3rd Hwy,2.0,48100.0,Volkswagen,Jetta,2014.0,0.8660254037844386,0.5000000000000001,0
174,294.0,44.0,IL,100/300,1000.0,1226.49,0.0,460308,FEMALE,PhD,farming-fishing,unmarried,WV,Riverwood,5904 1st Drive,1.0,6100.0,Ford,Fusion,2002.0,-0.8660254037844385,-0.5000000000000004,0
175,324.0,46.0,IN,100/300,2000.0,897.89,6000000.0,618862,MALE,MD,tech-support,wife,PA,Hillsdale,4519 Embaracadero St,0.0,79600.0,Jeep,Wrangler,2011.0,1.0,6.123233995736766e-17,1
176,155.0,34.0,IN,100/300,500.0,1706.79,0.0,462479,MALE,Masters,protective-serv,other-relative,OH,Hillsdale,9706 MLK Lane,1.0,77040.0,Honda,Civic,1998.0,-1.0,-1.8369701987210297e-16,1
177,261.0,45.0,IL,250/500,1000.0,1254.18,0.0,457555,FEMALE,PhD,prof-specialty,other-relative,SC,Columbus,6012 Texas Hwy,1.0,62590.0,Volkswagen,Jetta,2003.0,1.2246467991473532e-16,-1.0,0
178,245.0,40.0,IN,500/1000,500.0,885.08,0.0,459984,FEMALE,Masters,armed-forces,other-relative,WV,Northbend,4098 Weaver Ridge,1.0,85150.0,Chevrolet,Malibu,1998.0,-1.0,-1.8369701987210297e-16,1
179,235.0,39.0,IL,100/300,500.0,1046.58,4000000.0,434982,MALE,MD,tech-support,wife,NY,Hillsdale,6193 1st Hwy,1.0,4950.0,Chevrolet,Silverado,2010.0,0.49999999999999994,0.8660254037844387,0
180,53.0,36.0,OH,500/1000,2000.0,1712.68,0.0,614233,MALE,Associate,handlers-cleaners,not-in-family,VA,Riverwood,4053 Sky Lane,0.0,51100.0,Audi,A3,2006.0,-1.0,-1.8369701987210297e-16,0
181,426.0,54.0,IL,500/1000,2000.0,1097.71,0.0,605258,FEMALE,Masters,adm-clerical,not-in-family,SC,Springfield,8964 Francis St,3.0,100800.0,Dodge,Neon,1997.0,-0.8660254037844386,0.5000000000000001,1
182,111.0,27.0,IN,250/500,500.0,1363.77,4000000.0,604377,FEMALE,Masters,tech-support,husband,VA,Springfield,9748 Sky Drive,3.0,90970.0,Accura,RSX,2009.0,0.49999999999999994,0.8660254037844387,1
183,86.0,26.0,OH,100/300,500.0,1382.88,7000000.0,434923,MALE,JD,tech-support,other-relative,SC,Northbend,2293 Washington Ave,1.0,81840.0,Chevrolet,Malibu,2011.0,-0.8660254037844386,0.5000000000000001,1
184,296.0,46.0,OH,100/300,1000.0,1141.35,7000000.0,476456,MALE,Masters,craft-repair,not-in-family,NY,Northbend,3656 Solo Ave,2.0,54900.0,Mercedes,C300,2013.0,0.8660254037844386,0.5000000000000001,0
185,125.0,35.0,OH,500/1000,500.0,1054.83,7000000.0,446788,MALE,JD,tech-support,husband,NY,Northbend,8579 Apache Drive,3.0,88660.0,Mercedes,C300,2007.0,-0.4999999999999997,-0.8660254037844388,1
186,177.0,34.0,IL,100/300,2000.0,1057.77,0.0,477382,FEMALE,JD,tech-support,unmarried,NC,Riverwood,2003 Maple Hwy,1.0,18000.0,Audi,A3,2009.0,0.49999999999999994,0.8660254037844387,0
187,238.0,39.0,IN,250/500,2000.0,1488.02,0.0,600275,FEMALE,JD,protective-serv,other-relative,NY,Northbrook,5445 Tree Hwy,3.0,5500.0,Chevrolet,Tahoe,2010.0,-2.4492935982947064e-16,1.0,0
188,81.0,25.0,IN,100/300,500.0,920.3,5000000.0,461958,FEMALE,High School,tech-support,own-child,WV,Hillsdale,9730 2nd Hwy,0.0,73920.0,Honda,Civic,2003.0,0.8660254037844386,0.5000000000000001,1
189,128.0,28.0,OH,500/1000,1000.0,986.53,0.0,472720,FEMALE,High School,adm-clerical,other-relative,VA,Columbus,7819 Oak St,2.0,101860.0,Honda,CRV,2007.0,-0.5000000000000004,0.8660254037844384,1
190,449.0,57.0,OH,250/500,2000.0,1440.68,0.0,442395,MALE,Associate,tech-support,own-child,SC,Riverwood,1845 Best St,1.0,5390.0,Volkswagen,Passat,2008.0,0.8660254037844387,-0.4999999999999998,0
191,252.0,39.0,IN,250/500,1000.0,1086.21,0.0,455340,MALE,JD,farming-fishing,unmarried,SC,Springfield,2500 Tree St,2.0,50490.0,Nissan,Maxima,2001.0,0.8660254037844386,0.5000000000000001,0
192,359.0,47.0,OH,100/300,2000.0,1367.68,0.0,613247,FEMALE,MD,handlers-cleaners,unmarried,SC,Arlington,6955 Pine Drive,3.0,55500.0,Mercedes,C300,2012.0,-0.8660254037844386,0.5000000000000001,0
193,19.0,32.0,OH,500/1000,1000.0,1215.85,0.0,454985,MALE,High School,other-service,husband,VA,Hillsdale,6165 Rock Ridge,1.0,7040.0,Nissan,Maxima,2015.0,0.49999999999999994,0.8660254037844387,0
194,73.0,26.0,IL,250/500,2000.0,1191.19,4000000.0,468813,MALE,MD,farming-fishing,not-in-family,VA,Northbrook,3653 Elm Drive,1.0,40160.0,Chevrolet,Tahoe,2003.0,0.8660254037844387,-0.4999999999999998,0
195,285.0,44.0,IL,500/1000,1000.0,1594.45,0.0,452747,MALE,High School,handlers-cleaners,husband,NC,Columbus,5812 3rd Hwy,3.0,55680.0,Saab,95,2006.0,-0.4999999999999997,-0.8660254037844388,0
196,196.0,36.0,IN,250/500,2000.0,1463.07,0.0,615611,MALE,MD,armed-forces,own-child,WV,Springfield,4939 Best St,1.0,5300.0,Jeep,Grand Cherokee,2001.0,0.49999999999999994,0.8660254037844387,0
197,223.0,43.0,OH,250/500,500.0,1734.09,0.0,451400,FEMALE,MD,adm-clerical,not-in-family,WV,Arlington,4964 Elm Lane,3.0,5200.0,Accura,MDX,2006.0,0.8660254037844387,-0.4999999999999998,0
198,328.0,48.0,IL,250/500,500.0,1411.43,0.0,464874,MALE,Masters,armed-forces,own-child,NY,Riverwood,9588 Solo St,1.0,59400.0,Honda,Civic,2014.0,-2.4492935982947064e-16,1.0,0
199,285.0,43.0,OH,100/300,2000.0,1512.58,0.0,452496,FEMALE,College,sales,other-relative,SC,Arlington,8718 Apache Lane,1.0,2520.0,BMW,3 Series,1997.0,-0.5000000000000004,0.8660254037844384,0
200,30.0,31.0,IL,250/500,2000.0,1153.35,0.0,430714,MALE,PhD,craft-repair,not-in-family,NY,Hillsdale,3590 Best Hwy,1.0,5760.0,Suburu,Impreza,2011.0,1.2246467991473532e-16,-1.0,0
201,342.0,49.0,OH,250/500,500.0,1722.95,0.0,472634,MALE,PhD,transport-moving,not-in-family,WV,Hillsdale,6149 Best Ridge,0.0,76700.0,Suburu,Legacy,2006.0,0.8660254037844387,-0.4999999999999998,1
202,219.0,39.0,IN,250/500,2000.0,1281.07,7000000.0,608371,FEMALE,High School,protective-serv,unmarried,NY,Springfield,4116 Embaracadero Lane,2.0,5920.0,Chevrolet,Malibu,2015.0,0.8660254037844387,-0.4999999999999998,0
203,468.0,62.0,IL,100/300,500.0,1011.92,0.0,468168,MALE,PhD,machine-op-inspct,wife,SC,Riverwood,3486 Flute Ave,3.0,64350.0,Chevrolet,Tahoe,2009.0,1.2246467991473532e-16,-1.0,0
204,241.0,39.0,IL,250/500,2000.0,1042.26,0.0,464107,MALE,JD,sales,husband,WV,Northbend,5994 5th Ave,2.0,19080.0,Saab,93,1995.0,1.2246467991473532e-16,-1.0,0
205,223.0,43.0,OH,500/1000,500.0,1235.1,0.0,466959,FEMALE,Masters,tech-support,not-in-family,SC,Springfield,9138 3rd St,1.0,54400.0,BMW,M5,2011.0,0.49999999999999994,-0.8660254037844387,0
206,128.0,32.0,OH,100/300,2000.0,768.91,0.0,443522,FEMALE,College,sales,other-relative,SC,Columbus,3743 Andromedia Ridge,0.0,59800.0,Ford,F150,1999.0,-0.4999999999999997,-0.8660254037844388,0
207,124.0,29.0,OH,500/1000,500.0,1301.72,0.0,441726,MALE,Masters,handlers-cleaners,husband,VA,Springfield,7644 Tree Ridge,3.0,72000.0,Audi,A3,2005.0,-1.0,-1.8369701987210297e-16,1
208,343.0,48.0,IN,250/500,500.0,1451.54,3000000.0,473412,MALE,JD,adm-clerical,husband,SC,Riverwood,3167 2nd St,3.0,65070.0,Mercedes,C300,2003.0,-0.5000000000000004,0.8660254037844384,0
209,404.0,53.0,IN,250/500,500.0,767.14,0.0,466201,MALE,Associate,sales,not-in-family,WV,Columbus,3327 Lincoln Drive,1.0,8800.0,Suburu,Legacy,2002.0,-2.4492935982947064e-16,1.0,0
210,63.0,24.0,OH,250/500,2000.0,1620.89,0.0,469621,FEMALE,High School,handlers-cleaners,other-relative,NC,Hillsdale,8621 Best Ridge,0.0,6120.0,Toyota,Corolla,2015.0,0.49999999999999994,0.8660254037844387,0
211,210.0,37.0,IN,500/1000,2000.0,1048.46,0.0,466676,MALE,High School,priv-house-serv,not-in-family,OH,Columbus,3878 Tree Lane,2.0,7080.0,Dodge,RAM,1999.0,-0.8660254037844385,-0.5000000000000004,0
212,335.0,50.0,OH,100/300,1000.0,1538.26,6000000.0,615346,MALE,High School,sales,other-relative,NY,Riverwood,9760 Solo Lane,3.0,34320.0,Volkswagen,Passat,2009.0,0.8660254037844386,0.5000000000000001,0
213,11.0,40.0,OH,500/1000,2000.0,1217.69,0.0,440106,FEMALE,MD,prof-specialty,wife,SC,Springfield,9138 1st St,0.0,53460.0,Dodge,Neon,2004.0,0.8660254037844387,-0.4999999999999998,0
214,142.0,33.0,IN,100/300,2000.0,1362.64,5000000.0,450332,FEMALE,JD,exec-managerial,wife,NC,Columbus,3414 Elm Ave,3.0,81360.0,Suburu,Legacy,2009.0,0.8660254037844386,0.5000000000000001,1
215,272.0,43.0,OH,100/300,1000.0,1279.13,0.0,615226,MALE,PhD,craft-repair,other-relative,NC,Springfield,3172 Tree Ridge,2.0,81070.0,Audi,A3,2006.0,-0.4999999999999997,-0.8660254037844388,1
216,69.0,26.0,IL,100/300,2000.0,924.72,0.0,437688,FEMALE,High School,machine-op-inspct,unmarried,NY,Columbus,6104 Oak Ave,2.0,63120.0,Audi,A5,2008.0,1.0,6.123233995736766e-17,0
217,38.0,28.0,OH,250/500,1000.0,1019.44,0.0,437387,MALE,Masters,transport-moving,not-in-family,NC,Springfield,9742 5th Ridge,1.0,7200.0,BMW,X5,2004.0,1.0,6.123233995736766e-17,0
218,328.0,46.0,IL,500/1000,500.0,1314.6,0.0,458139,FEMALE,MD,prof-specialty,not-in-family,WV,Hillsdale,8782 3rd St,3.0,70290.0,Saab,92x,1998.0,1.2246467991473532e-16,-1.0,0
219,281.0,43.0,OH,100/300,1000.0,1515.18,6000000.0,443191,MALE,College,priv-house-serv,other-relative,SC,Northbrook,9798 Sky Ridge,0.0,60190.0,BMW,X6,1999.0,1.2246467991473532e-16,-1.0,0
220,246.0,44.0,OH,250/500,2000.0,1649.18,0.0,613647,MALE,College,farming-fishing,other-relative,NY,Hillsdale,5483 Francis Drive,2.0,61380.0,Honda,Civic,2009.0,-0.4999999999999997,-0.8660254037844388,0
221,298.0,49.0,OH,250/500,500.0,1451.01,0.0,460820,FEMALE,College,other-service,own-child,NY,Springfield,2005 Texas Hwy,2.0,28100.0,Jeep,Grand Cherokee,2012.0,-0.5000000000000004,0.8660254037844384,0
222,330.0,50.0,IL,500/1000,1000.0,978.46,0.0,431121,FEMALE,High School,sales,husband,NY,Hillsdale,6634 Texas Ridge,0.0,49060.0,Chevrolet,Silverado,1995.0,-2.4492935982947064e-16,1.0,0
223,362.0,50.0,IL,250/500,500.0,1198.34,4000000.0,619735,MALE,Associate,sales,wife,NY,Columbus,8655 Cherokee Lane,1.0,57060.0,Mercedes,E400,1995.0,0.49999999999999994,0.8660254037844387,0
224,241.0,38.0,IN,100/300,2000.0,1003.23,0.0,470485,FEMALE,Associate,tech-support,not-in-family,VA,Arlington,4955 Lincoln Ridge,3.0,77880.0,Accura,MDX,2008.0,0.49999999999999994,-0.8660254037844387,1
225,245.0,41.0,IN,500/1000,2000.0,1212.0,0.0,620473,MALE,Masters,exec-managerial,unmarried,NY,Springfield,7705 Best Ridge,1.0,73500.0,Jeep,Wrangler,1999.0,-0.8660254037844385,-0.5000000000000004,1
226,371.0,52.0,IL,250/500,1000.0,1242.96,7000000.0,449800,FEMALE,High School,other-service,own-child,NY,Riverwood,5838 Pine Lane,0.0,88920.0,Accura,RSX,2010.0,-0.8660254037844386,0.5000000000000001,1
227,343.0,52.0,IL,500/1000,1000.0,1053.02,0.0,602402,FEMALE,Associate,prof-specialty,not-in-family,NY,Arlington,7331 Sky Hwy,2.0,47630.0,Toyota,Corolla,2005.0,0.49999999999999994,0.8660254037844387,0
228,377.0,53.0,IL,100/300,500.0,1693.63,0.0,452456,FEMALE,MD,craft-repair,unmarried,WV,Hillsdale,5640 Embaracadero Lane,3.0,59040.0,Saab,93,2015.0,-1.0,-1.8369701987210297e-16,0
229,154.0,37.0,IL,250/500,1000.0,2047.59,0.0,439269,FEMALE,MD,farming-fishing,other-relative,SC,Columbus,9610 Cherokee St,3.0,79530.0,Accura,MDX,2000.0,0.49999999999999994,0.8660254037844387,1
230,166.0,34.0,OH,100/300,1000.0,1083.72,0.0,617774,FEMALE,High School,machine-op-inspct,wife,NY,Columbus,3550 Washington Ave,2.0,53680.0,Honda,CRV,2005.0,-0.8660254037844386,0.5000000000000001,0
231,298.0,46.0,OH,500/1000,1000.0,1138.42,6000000.0,477678,MALE,JD,prof-specialty,own-child,SC,Arlington,5277 Texas Lane,3.0,33550.0,Volkswagen,Passat,2005.0,0.49999999999999994,-0.8660254037844387,0
